Категория,Вуз,Адрес,e-mail,Телефон,Сайт
Экономические,Курский филиал Финансового университета при Правительстве Российской Федерации,"г. Курск (Курская обл.), ул. Ломоносова, д. 3",kursk@fa.ru,(4712) 51-37-81,http://www.fa.ru/fil/kursk/about/Pages/default.aspx
Экономические,Липецкий филиал Финансового университета при Правительстве Российской Федерации,"г. Липецк (Липецкая обл.), ул. Интернациональная, д. 12б",pkom.lipetsk@fa.ru,"(4742) 27-09-62, 27-31-09, 27-13-70",http://www.fa.ru/fil/lipetsk/about/Pages/default.aspx
Экономические,Новороссийский филиал Финансового университета при Правительстве Российской Федерации,"г. Новороссийск (Краснодарский край), ул. Видова, д. 56",novoross@fa.ru,"8617) 21-13-88, (8617) 21-15-98",http://www.fa.ru/fil/novoross/pk/Pages/Home.aspx
Экономические,Омский филиал Финансового университета при Правительстве Российской Федерации,"г. Омск (Омская обл.), ул. Партизанская, д. 6",omsk@fa.ru,"(3812) 23-32-37, 23-34-40",http://www.fa.ru/fil/omsk/Pages/Home.aspx
Экономические,Орловский филиал Финансового университета при Правительстве Российской Федерации,"г. Орел (Орловская обл.), ул. Гостиная, д. 2",orel@fa.ru,"(4862) 55-63-30, 55-64-19",http://www.fa.ru/fil/orel/Pages/Home.aspx
Экономические,Пензенский филиал Финансового университета при Правительстве Российской Федерации,"г. Пенза (Пензенская обл.), ул. Калинина, д. 33б",Penza@fa.ru,"(8412) 35-36-34, 35-37-10",http://www.fa.ru/fil/penza/Pages/default.aspx
Экономические,Санкт-Петербургский филиал Финансового университета при Правительстве Российской Федерации,"г. Санкт-Петербург, ул. Съезжинская, д. 15-17",spb_mail@fa.ru,"(812) 232-49-71 (приемная комиссия), 233-60-36 (дополнительное образование)",http://www.fa.ru/fil/spb/Pages/Home.aspx
Экономические,Смоленский филиал Финансового университета при Правительстве Российской Федерации,"г. Смоленск (Смоленская обл.), пр-т Гагарина, д. 22",smolensk@fa.ru,"(4812)-35-88-99,35-89-33, 55-27-77",http://www.fa.ru/fil/smolensk/Pages/Home.aspx
Экономические,Тульский филиал Финансового университета при Правительстве Российской Федерации,"г. Тула (Тульская обл.), ул. Оружейная , д. 1а",pk-tula@fa.ru,8 905 111 26 02,http://www.fa.ru/fil/tula/Pages/Home.aspx
Экономические,Уфимский филиал Финансового университета при Правительстве Российской Федерации,"г. Уфа (Башкортостан респ., Уфимский р-н), ул. Мустая Карима, д. 69/1",ufa@fa.ru,(347) 251-08-35,http://www.fa.ru/fil/ufa/Pages/Home.aspx
Экономические,Уральский филиал Финансового университета при Правительстве Российской Федерации,"г. Челябинск (Челябинская обл.), ул. Работниц, д. 58",chelyabinsk@fa.ru,(351) 791-29-04,http://www.fa.ru/fil/chelyabinsk/about/Pages/Home.aspx
Экономические,Ярославский филиал Финансового университета при Правительстве Российской Федерации,"г. Ярославль (Ярославская обл.), ул. Кооперативная, д. 12а",IVGinzburg@fa.ru,(4852) 72-51-68; 73-14-81,http://www.fa.ru/fil/yaroslavl
Экономические,Калужский филиал Российского государственного аграрного университета - МСХА им. К.А. Тимирязева,"г. Калуга (Калужская обл.), ул. Вишневского, д. 27",kfmsxa@kaluga.ru,"(4842) 72-50-22, 72-51-40 (приемная комиссия)",http://www.kaluga.timacad.ru
Экономические,Домодедовский филиал Российского нового университета,"г. Домодедово (Московская обл.), ул. Зеленая, д. 74, корп.1",domodedovo@rosnou.ru,"(496) 797-49-38, (495) 788-95-31",http://www.df.rosnou.ru
Экономические,Елецкий филиал Российского нового университета,"г. Елец (Липецкая обл.), ул. Ломоносова, д. 13",elets@rosnou.ru,"(47467) 4-17-06, 6-10-71",http://www.eletsrosnou.ru
Экономические,Таганрогский филиал Российского нового университета,"г. Таганрог (Ростовская обл.), ул. Александровская, д. 47",taganrog@rosnou.ru,"(8634) 314-585, 311-979",http://www.tfrosnou.ru
Экономические,Тамбовский филиал Российского нового университета,"г. Тамбов (Тамбовская обл.), ул. Гастелло, д. 32А",tambov@rosnou.ru,"(4752) 77-10-62, 44-46-09, 77-10-65",http://www.tambov-rosnou.ru
Экономические,Клинский филиал Российского государственного социального университета,"г. Клин (Московская обл., Клинский р-н), Волоколамское ш., д. 20/1",klin@rgsu.net,"(496) 245-83-51, 245-87-95",http://klin.rgsu.net
Экономические,Павлово-Посадский филиал Российского государственного социального университета,"г. Павловский Посад (Московская обл., Павлово-Посадский р-н), ул. Кирова, д. 67",Pavlovskij-Posad@rgsu.net,(496) 432-49-65,http://pavlovsky.rgsu.net
Экономические,Новомосковский институт (филиал) Российского химико-технологического университета имени Д.И. Менделеева,"г. Новомосковск (Тульская обл., Новомосковский р-н), ул. Дружбы, д. 8",director@dialog.nirhtu.ru,(48762) 4-55-19,http://www.nirhtu.ru
Экономические,Домодедовский филиал Российского государственного гуманитарного университета,"г. Домодедово (Московская обл.), Каширское ш., д. 4, корп. 2",pk@dom-rsuh.ru,"(496) 792-33-62, 793-13-23",http://www.dom-rggu.ru
Экономические,Дальневосточный филиал Всероссийской академии внешней торговли Министерства экономического развития России,"г. Петропавловск-Камчатский (Камчатский край), Вилюйская ул., д. 25",rectordvf@mail.ru,(4152) 42-01-47,http://dvf-vavt.ru/
Экономические,Сочинский филиал Российского университета дружбы народов,"г. Сочи (Краснодарский край), ул. Куйбышева, д. 32",sfrudn@rambler.ru,(8622) 41-10-43,http://www.rudn-sochi.ru/
Экономические,Алтайский филиал Российской академии народного хозяйства и государственной службы при Президенте РФ,"г. Барнаул (Алтайский край), ул. Партизанская, д. 187",select@alt.ranepa.ru,(385) 220-22-07,http://alt.ranepa.ru/
Экономические,Астраханский филиал Российской академии народного хозяйства и государственной службы при Президенте РФ,"г. Астрахань (Астраханская обл.), ул. Богдана Хмельницкого, д. 33, корп.1",Pk.afranepa@mail.ru,"(8512) 34–35–73, 33-53-33",http://www.afvags.ru
Экономические,Балаковский филиал Российской академии народного хозяйства и государственной службы при Президенте РФ,"г. Балаково (Саратовская обл.), ул. Чапаева, д. 107",pcom.ranhigs.bf@gmail.com,"(8453) 44-27-13, 44-13-71",http://blk.ranepa.ru/
Экономические,Брянский филиал Российской академии народного хозяйства и государственной службы при Президенте РФ,"г. Брянск (Брянская обл.), ул. Горького, д.18",info@br.ranepa.ru,"(4832) 74-96-32, 72-28-21, (900) 373-42-79",http://br.ranepa.ru/
Экономические,Владимирский филиал Российской академии народного хозяйства и государственной службы при Президенте РФ,"г. Владимир (Владимирская обл.), ул. Горького, д. 59А",post@vlad.ranepa.ru,(4922) 33-21-53,http://www.vlad.ranepa.ru/
Экономические,Волгоградский филиал Российской академии народного хозяйства и государственной службы при Президенте РФ,"г. Волгоград (Волгоградская обл.), ул. Гагарина, д. 8",priem@vags.ru,"(8442) 24-17-32, 24-17-43",http://vlgr.ranepa.ru
Экономические,Вологодский филиал Российской академии народного хозяйства и государственной службы при Президенте РФ,"г. Вологда (Вологодская обл.), ул. Ленинградская, д. 71",pk@volog.ranepa.ru,"(817) 252-91-46, 252-91-49",http://volog.ranepa.ru/
Экономические,Воронежский филиал Российской академии народного хозяйства и государственной службы при Президенте РФ,"г. Воронеж (Воронежская обл.), Московский пр-т, д. 143",pk@vrn.ranepa.ru,"(473) 247–72-95, 242–77-59, 247–73–75, 253-88-07, 242-77-59",http://www.vrn.ranepa.ru/
Экономические,Выборгский филиал Российской академии народного хозяйства и государственной службы при Президенте РФ,"г. Выборг (Ленинградская обл., Выборгский р-н), Ленинградский пр-т., д. 11",vfszags.ru@mail.ru,"(81378) 2-18-04, (81378) 2-50-84 (приемная комиссия)",http://www.vbr.ranepa.ru/
Экономические,Дальневосточный институт управления - филиал Российской академии народного хозяйства и государственной службы при Президенте РФ,"г. Хабаровск (Хабаровский край), ул. Муравьева-Амурского, д. 33",info@dviu.ranepa.ru,"(421) 230-54-69, 230-45-69, 230-65-49",http://dviu.ranepa.ru/
Экономические,Дзержинский филиал Российской академии народного хозяйства и государственной службы при Президенте РФ,"г. Дзержинск (Нижегородская обл.), Студенческая ул., д. 61А",priem@dzr.ranepa.ru,"(831) 325-99-33, 326-42-60, 321-08-43",http://dzr.ranepa.ru/
Экономические,Западный филиал Российской академии народного хозяйства и государственной службы при Президенте РФ,"г. Калининград (Калининградская обл.), ул. Артиллерийская, д. 18",priem-vpo@zf.ranepa.ru,"(401) 297-23-63, 297-23-64",http://zf.ranepa.ru/
Экономические,Ивановский филиал Российской академии народного хозяйства и государственной службы при Президенте РФ,"г. Иваново (Ивановская обл.), Посадский пер., д. 8 литер А1",ivanovo_dekanat@list.ru,(4932) 30-07-65,http://iv.ranepa.ru/
Экономические,Карельский филиал Российской академии народного хозяйства и государственной службы при Президенте РФ,"г. Петрозаводск (Карелия респ.), ул. Чапаева, д. 6А",okpk@krl.ranepa.ru,(8142) 72-21-01,http://www.krl.ranepa.ru/
Экономические,Кировский филиал Российской академии народного хозяйства и государственной службы при Президенте РФ,"г. Киров (Кировская обл.), ул. Ленина, д. 25",pk@krv.ranepa.ru,"(8332) 64-10-56, 38-50-44",http://www.krv.ranepa.ru/
Экономические,Курганский филиал Российской академии народного хозяйства и государственной службы при Президенте РФ,"г. Курган (Курганская обл.), ул. Карла Маркса, д. 147А",pk@kurg.ranepa.ru,"(3522) 41-42-70, 42-27-45",http://kurg.ranepa.ru/
Экономические,Липецкий филиал Российской академии народного хозяйства и государственной службы при Президенте РФ,"г. Липецк (Липецкая обл.), Интернациональная ул., д. 3",lfags_priem_2015@mail.ru,"(474) 227-99-06, 227-99-10, 227-99-12",http://lip.ranepa.ru/
Экономические,Мурманский филиал Российской академии народного хозяйства и государственной службы при Президенте РФ,"г. Мурманск (Мурманская обл.), ул. Володарского, д. 3",sergeeva-ea@mrm.ranepa.ru,(815) 242-35-75,http://mrm.ranepa.ru/
Экономические,Нижегородский институт управления Российской академии народного хозяйства и государственной службы при Президенте РФ,"г. Нижний Новгород (Нижегородская обл.), пр-т Гагарина, д. 46",niu@niu.ranepa.ru,(831) 412-15-58,http://niu.ranepa.ru/
Экономические,Новгородский филиал Российской академии народного хозяйства и государственной службы при Президенте РФ,"г. Великий Новгород (Новгородская обл.), ул. Германа, д. 31",nfranhigs@novgor.ranepa.ru,"(8162) 77-61-51, 77-86-00",http://www.novgor.ranepa.ru/
Экономические,Среднерусский институт управления - филиал Российской академии народного хозяйства и государственной службы при Президенте Российской Федерации,"г. Орел (Орловская обл.), Бульвар Победы, д. 5А",pk-ofranxigs@yandex.ru,"(4862) 71-49-10, 8(903) 881-51-11",http://orel.ranepa.ru/
Экономические,Пермский филиал Российской академии народного хозяйства и государственной службы при Президенте РФ,"г. Пермь (Пермский край), Бульвар Гагарина, д. 10",yudin-vs@rane.ru,"(342) 212-72-96, 212-49-24, 212-08-53",http://perm.ranepa.ru/
Экономические,Бронницкий филиал Московского автомобильно-дорожного государственного технического университета,"г. Бронницы (Московская обл.), ул. Ново-Бронницкая, д. 50",priem@bronmadi.ru,(496) 466-93-97,http://www.bronmadi.ru/view_doc.html?mode=home
Экономические,Поволжский институт управления имени П.А. Столыпина Российской академии народного хозяйства и государственной службы при Президенте РФ,"410012,  Приволжский федеральный округ, Саратовская область  г. Саратов, ул. Московская, д. 164, в/г № 2",pricom@piuis.ru,"(8452) 27-40-05, (800) 234-84-64",https://piu.ranepa.ru/
Экономические,Волжский филиал Московского автомобильно-дорожного государственного технического университета,"г. Чебоксары (Чувашская респ.), пр-т Тракторостроителей, д. 101, корп. 30",priemvfmadi@mail.ru,8-987-661-96-97,http://www.vf.madi.ru/
Экономические,Махачкалинский филиал Московского автомобильно-дорожного государственного технического университета,"г. Махачкала (Дагестан респ.), пр. Акушинского, д. 13",prmfmadi@mail.ru,"(8722) 51-67-47, 51-67-43",http://www.mfmadi.ru
Экономические,Северо-Западный институт управления РАНХиГС,"г. Санкт-Петербург, Средний пр. В.О., д. 57/43",priem@ranepa.ru,(812) 335-94-94,"
Сайт
sziu.ranepa.ru"
Экономические,Северо-Кавказский институт Российской академии народного хозяйства и государственной службы при Президенте РФ,"г. Пятигорск (Ставропольский край), ул. Дунаевского, д. 5",priem@ski.ranepa.ru,"(8793) 33-07-29, 33-81-87",http://www.ski.ranepa.ru/
Экономические,Северо-Кавказский филиал Московского автомобильно-дорожного государственного технического университета,"г. Лермонтов (Ставропольский край), ул. Промышленная, д. 20",skf_madi@rambler.ru,"(87935) 3-78-73, 3-78-47",http://www.skfmadi.ru
Экономические,Сибирский институт управления Российской академии народного хозяйства и государственной службы при Президенте РФ,"г. Новосибирск (Новосибирская обл.), ул. Нижегородская, д. 6",pr-com@siu.ranepa.ru,+7 (383) 218-09-09,https://siu.ranepa.ru/
Экономические,Волгоградский филиал Московского финансово-юридического университета МФЮА,"г. Волгоград (Волгоградская обл.), ул. Бахтурова, д. 25г",Volgograd@mfua.ru,"(8442) 624-111, 989-611",http://vg.mfua.ru
Экономические,Смоленский филиал Российской академии народного хозяйства и государственной службы при Президенте РФ,"г. Смоленск (Смоленская обл.), Кловская ул., д. 13",pk@smol.ranepa.ru,"(4812) 24-01-60, 24-01-61",http://smol.ranepa.ru/
Экономические,Тамбовский филиал Российской академии народного хозяйства и государственной службы при Президенте РФ,"г. Тамбов (Тамбовская обл.), ул. Бастионная, д. 16",tambovranhgs_pk@mail.ru,"(4752) 47-59-61, 56-06-17",http://www.tmb.ranepa.ru/
Экономические,Тверской филиал Российской академии народного хозяйства и государственной службы при Президенте РФ,"г. Тверь (Тверская обл.), ул. Вагжанова, д. 7",academy@tver.ranepa.ru,"(4822) 41-50-18, 41-50-17, 41-50-28, (961) 016-53-22",http://www.tver.ranepa.ru/
Экономические,Тульский филиал Российской академии народного хозяйства и государственной службы при Президенте РФ,"г. Тула (Тульская обл.), пр-т Ленина, д. 28",pk_tfranhgs@mail.ru,"(4872) 55-01-98, (920) 275-78-22",http://tfranhgs.ru/
Экономические,Ульяновский филиал Российской академии народного хозяйства и государственной службы при Президенте РФ,"г. Ульяновск (Ульяновская обл.), ул. Корюкина, д. 20",pk@ul.ranepa.ru,"(842) 243-30-65, 244-15-68, 244-01-09",http://ul.ranepa.ru/
Экономические,Уральский институт управления Российской академии народного хозяйства и государственной службы при Президенте РФ,"г. Екатеринбург (Свердловская обл.), ул. 8 Марта, д. 66",director@ui.ranepa.ru,"(343) 251-77-44, 251-70-85, 251-70-16, 251-70-17",http://ui.ranepa.ru/
Экономические,Чебоксарский филиал Российской академии народного хозяйства и государственной службы при Президенте РФ,"г. Чебоксары (Чувашская респ.), ул. Урукова, д. 8",priemnaya@cheb.ranepa.ru,"(835) 244-83-52, 245-17-59, 245-68-44",http://cheb.ranepa.ru/
Экономические,Челябинский филиал Российской академии народного хозяйства и государственной службы при Президенте РФ,"г. Челябинск (Челябинская обл.), ул. Комарова, д. 26",in@chel.ranepa.ru,"(351) 771-35-00, 771-21-10",http://chel.ranepa.ru
Экономические,Южно-Российский институт управления - филиал Российской академии народного хозяйства и государственной службы при Президенте РФ,"г. Ростов-на-Дону (Ростовская обл.), Пушкинская ул., д. 70",director@uriu.ranepa.ru,"(863) 240-22-02, 203-63-81, 269-62-91",http://uriu.ranepa.ru/
Экономические,Кировский филиал Московского финансово-юридического университета МФЮА,"г. Киров (Кировская обл.), ул. Ленина, д. 104",Kirov@mfua.ru,"(8332) 37-18-78, 37-47-04, 37-47-07",http://kr.mfua.ru/
Экономические,Орский филиал Московского финансово-юридического университета МФЮА,"г. Орск (Оренбургская обл.), ул. Строителей, д. 25",mfa-orsk@mail.ru,"(3537) 22-15-47, 22-15-48",http://orsk.mfua.ru/
Экономические,Институт экономики и права (филиал) Академии труда и социальных отношений,"Севастополь, ул. Героев Севастополя, д. 13",priem@sevatiso.ru,+7 (8692) 54-55-84,http://sevatiso.ru/
Экономические,Владимирский филиал Российского университета кооперации,"г. Владимир (Владимирская обл.), ул. Воровского, д. 16",vladimir@rucoop.ru,"(960) 727-49-27, (4922) 32-62-18, 32-22-49",http://vladimir.ruc.su/
Экономические,Волгоградский кооперативный институт (филиал) Российского университета кооперации,"г. Волгоград (Волгоградская обл.), ул. Новосибирская, д. 76",volgograd@rucoop.ru,"(8442) 41-76-97 (приемная комиссия), (961) 090-52-25, (8442) 41-76-93 (ректор)",http://www.volgograd.ruc.su/
Экономические,Ижевский филиал Российского университета кооперации,"г. Ижевск (Удмуртская респ.), ул. Молодежная, д. 109",izhevsk@rucoop.ru,"(3412) 37-19-11, 37-08-11, (912) 856-97-37",http://izhevsk.ruc.su/
Экономические,Казанский кооперативный институт Российского университета кооперации,"г. Казань (Татарстан респ.), ул. Н. Ершова, д. 58",,"(843) 272-39-31, 210-30-25, (987) 297-92-97","
Сайт
kazan.ruc.su"
Экономические,Калининградский филиал Российского университета кооперации,"г. Калининград (Калининградская обл.), ул. Карла Маркса, д. 15-17",kaliningrad@ruc.su,"(4012) 21-78-87, +7(981) 464-47-31",http://kaliningrad.ruc.su/
Экономические,Камчатский филиал Российского университета кооперации,"г. Петропавловск-Камчатский (Камчатский край), ул. Ключевская, д. 11",pk@rucoop.ru,"(4152) 42-80-01, (914) 780-13-86, (4152) 41-09-78",http://pk.ruc.su/
Экономические,Краснодарский кооперативный институт (филиал) Российского университета кооперации,"г. Краснодар (Краснодарский край), ул. Митрофана Седина, д. 168/1",krasnodar@rucoop.ru,"(900) 231-00-50, (861) 255-15-72 (доб.126)","
Сайт
www.krasnodar.ruc.su"
Экономические,Поволжский кооперативный институт Российского университета кооперации,"г. Энгельс (Саратовская обл.), ул. Красноармейская, д. 24",engels@rucoop.ru,"(8453) 56-85-44, 56-85-66",http://engels.ruc.su/
Экономические,Чебоксарский кооперативный институт (филиал) Российского университета кооперации,"г. Чебоксары (Чувашская респ.), пр-т. М.Горького, д. 24",cheb@rucoop.ru,"(8352) 41-98-35, 48-57-31 (903) 345-57-31","
Сайт
cheb.ruc.su"
Экономические,Нижнетагильский технологический институт (филиал) Уральского федерального университета имени первого Президента России Б.Н. Ельцина,"г. Нижний Тагил (Свердловская обл.), Красногвардейская ул., д. 59",nti@ntiustu.ru,"(3435) 25-65-55, 25-65-00",http://nti.urfu.ru/
Экономические,Ярославский филиал Московского финансово-юридического университета МФЮА,"г. Ярославль (Ярославская обл.), ул. Кузнецова, д. 1",Jaroslavl@mfua.ru,"(4852) 25-25-51, 74-48-91",http://yr.mfua.ru/
Экономические,Нижневартовский филиал Южно-Уральского государственного университета (национальный исследовательский университет),"г. Нижневартовск (Ханты-Мансийский АО), ул. Мира, д. 9",comm@susu-nv.ru,(3466) 27-25-30,http://www.susu-nv.ru/
Экономические,Филиал в г. Златоуст Южно-Уральского государственного университета НИУ,"г. Златоуст (Челябинская обл.), ул. Тургенева, д. 16",,(3513) 66-58-44,http://www.zb-susu.ru/
Экономические,Филиал в г. Миассе Южно-Уральского государственного университета (национальный исследовательский университет),"г. Миасс (Челябинская обл.), пр. Октября, д. 16",abit_miass@susu.ru,+7 (3513) 53-11-73,https://www.miass.susu.ru/
Экономические,Набережночелнинский филиал Казанского инновационного университета имени В.Г. Тимирясова (ИЭУП),"г. Набережные Челны (Татарстан респ.), Московский пр-т, д. 67",,"(8552) 32-18-43, 32-18-59",http://chl.ieml.ru
Экономические,Калужский филиал Московского гуманитарно-экономического института,"г. Калуга (Калужская обл.), ул. Кирова, д. 29",kfmgei@mail.ru,"(4842) 57-74-72, 56-51-95",http://mgei.kaluga.ru
Экономические,Пензенский филиал Московского университета имени С.Ю. Витте,"г. Пенза (Пензенская обл.), ул. Вяземского, д. 25«Б»",,(412) 42-92-46,http://www.muiv.ru/penza/?utm_source=uchebaru&utm_medium=cpc
Экономические,Рязанский филиал Московского университета имени С.Ю. Витте,"г. Рязань (Рязанская обл.), Первомайский пр-т, д. 62",PriemCom@ryazan.miemp.ru,(4912) 76-56-62,https://www.muiv.ru/ryazan/
Экономические,Филиал в г. Нижний Новгород Московского университета имени С.Ю. Витте,"г. Нижний Новгород (Нижегородская обл.), ул. Усилова, д. 3/3",nnovgorod@muiv.ru,(831) 432-73-58,https://www.muiv.ru/nnov/
Экономические,Филиал в г. Сергиев Посад Московского университета имени С.Ю. Витте,"г. Сергиев Посад (Московская обл., Сергиево-Посадский р-н), пр-т Красной Армии, д. 212В",,(496) 549-20-93,http://www.muiv.ru/sposad
Экономические,Дмитровский институт непрерывного образования Государственного университета «Дубна»,"г. Дмитров (Московская обл., Дмитровский р-н), мкр. ДЗФС, д.23",dmitrovdpk@gmail.com,(495) 993-76-18,http://www.dmitrov-dubna.ru
Экономические,Филиал «Котельники» Государственного университета «Дубна»,"г. Котельники (Московская обл.), мкр. Силикат, д.35",uni_fkt@mail.ru,(495) 551-11-15,http://www.un-fkt.ru
Экономические,Нижегородский филиал Московского гуманитарно-экономического института,"г. Нижний Новгород (Нижегородская обл.), Сормовское ш., д. 20",nfmgei@nfmgei.ru,"(831) 245-97-77, 245-97-99",http://www.nfmgei.ru
Экономические,Новороссийский филиал Московского гуманитарно-экономического института,"г. Новороссийск (Краснодарский край), ул. Коммунистическая, д. 36",nf_mgei@mail.ru,(8617) 64-48-13,http://nvr-mgei.ru
Экономические,Северо-Западный филиал Московского гуманитарно-экономического института,"г. Мурманск (Мурманская обл.), пр-т Кольский, д. 51",szf_mgai@com.mels.ru,(8152) 24-62-04,http://szfmgei.ru
Экономические,Северо-Кавказский филиал Московского гуманитарно-экономического института,"г. Минеральные Воды (Ставропольский край), ул. Пушкина, д. 10",kolesnikmw26@yandex.ru,"(87922) 6-41-93, 6-92-07",http://skf-mgei.ru
Экономические,Чувашский филиал Московского гуманитарно-экономического института,"г. Чебоксары (Чувашская респ.), ул. Гражданская, д. 85",cfmgei@yandex.ru,"(8352) 34-90-34, 34-90-35, 34-90-38",http://mgei.ucoz.ru
Экономические,Воронежский филиал ГУМРФ им Макарова,"г. Воронеж (Воронежская обл.), Ленинский пр-т, д.174л",vfspguvk@mail.ru,"(473) 227-96-06, 227-96-36, 227-96-20","
Сайт
"
Экономические,Котласский филиал ГУМРФ им. Макарова,"г. Котлас (Архангельская обл., Котласский р-н), ул. Володарского, д. 115",mail@kfspguwc.ru,"(8183) 73-39-31, 3-39-82",http://www.kfspbuwc.ru
Экономические,Нижнекамский филиал Казанского инновационного университета имени В.Г. Тимирясова (ИЭУП),"г. Нижнекамск (Татарстан респ., Нижнекамский р-н), пр-т Шинников, д. 44",,(8555) 30-15-32,https://nzh.ieml.ru
Экономические,Оренбургский институт путей сообщения Самарского государственного университета путей сообщения,"г. Оренбург (Оренбургская обл.), пр-д Коммунаров, д. 18",samaps@yandex.ru,(3532) 74-23-51 (приемная комиссия),http://origt.ru
Экономические,Филиал в г. Новошахтинске Южного федерального университета,"г. Новошахтинск (Ростовская обл.), 40 лет Октября ул., д. 2",novoshahtinsk@sfedu.ru,"(86369) 2-33-24, 2-34-43",http://www.nshf.sfedu.ru
Экономические,Московский областной казачий институт технологий и управления (филиал МГУТУ),"Волоколамск, ул. Ново-Солдатская, д.29",priemnaja.mgutu-vf@yandex.ru (ПК),(49636) 2-67-23 (ПК),http://www.mgutu-vf.ru
Экономические,Смоленский областной казачий институт промышленных технологий и бизнеса (филиал МГУТУ),"Смоленская область, г. Вязьма, ул. Ленина, 77",vyazma@vfmgutu.ru,(48131) 2-51-31,http://www.vfmgutu.ru
Экономические,"Липецкий казачий институт технологий и управления (филиал) ФГБОУ ВО ""Московский государственный университет технологий и управления имени К.Г. Разумовского (Первый казачий университет)""","Липецк, ул. Краснознаменная, влд. 4",lipetsk@mgutm.ru,(4742) 73-16-36,http://mgutu48.ru
Экономические,Башкирский институт технологий и управления (филиал МГУТУ),"Республика Башкортостан, г. Мелеуз, ул. Смоленская, д.34",mail@mfmgutu.ru,8 (34764) 3-07-72,http://www.mfmgutu.ru/
Экономические,Московский областной филиал «Институт искусств и информационных технологий» Санкт-Петербургского Гуманитарного университета профсоюзов,"г. Москва, Льяловское ш., д. 1",3it-p@mail.ru,84992882594,http://www.inisk.ru/
Экономические,Санкт-Петербургский филиал РТА им. В.Б. Бобкова,"Санкт-Петербург, ул. Софийская, д.52, лит.А",pk@spbrta.ru,+7 (812) 706-12-19; +7 (911) 179-13-71,http://spbrta.customs.ru/spbrta/index.php
Экономические,Владивостокский филиал Российской таможенной академии,"Владивосток, ул. Стрелковая, 16 в",vfrta@vfrta.ru,(423) 263-75-46,http://vfrta.customs.ru/
Экономические,Ростовский филиал Российской таможенной академии,"Ростов-на-Дону, проспект Буденновский, 20",priem@donrta.ru,(863) 244-15-43,http://donrta.customs.ru/
Экономические,Старооскольский филиал МГРИ-РГГРУ,"Старый Оскол, ул. Ленина, д. 14/13",sof-sfrsgpa@yandex.ru,(4725) 22-03-74 (ПК),http://sfrsgpa.ru
Экономические,Новосибирский технологический институт (филиал РГУ им. Косыгина),"Новосибирск, ул. Красный проспект, 35",abitura@ntirgu.ru,(383) 222-20-65 (ПК),http://www.ntirgu.ru/
Экономические,"Институт сервиса, туризма и дизайна (филиал) Северо-Кавказского федерального университета","г. Пятигорск (Ставропольский край), ул. 40 лет Октября, д. 56",info@pfil.ncstu.ru,(8793) 97-39-27,http://www.pfncfu.ru/
Экономические,Арзамасский филиал Нижегородского государственного университета им. Н.И. Лобачевского,"г. Арзамас (Нижегородская обл.), ул. Карла Маркса, д. 36",priem@arz.unn.ru,(83147) 9-45-69,http://www.arz.unn.ru
Экономические,Алтайский институт экономики (филиал СПбУТУиЭ),"Барнаул, проспект Ленина, дом 106е",alt-ime@mail.ru,(3852) 36-10-55 (ПК),http://altame.ru/
Экономические,Калининградский институт экономики (филиал СПбУТУиЭ),"Калининград, ул. К. Маркса, д. 17",secretar.kld@gmail.com; kldkomissiya@spbacu.ru (ПК),"(4012) 66-20-14, 66-20-13",http://klname.ru
Экономические,Красноярский институт экономики (филиал СПбУТУиЭ),"Красноярск, ул. Ак. Киренского, 70а",pk@krkime.com,(391) 2-912-270,http://krkime.com
Экономические,Калининградский филиал СПбГАУ,"Полесск, ул. Советская, д. 10",agro@spbgau-kf.ru,"(40158) 35295, 35747",http://spbgau-kf.ru
Экономические,Дзержинский филиал Нижегородского государственного университета им. Н.И. Лобачевского,"г. Дзержинск (Нижегородская обл.), пер. Жуковского, д. 2",3fdo@mail.ru,"(8313) 26-18-12, 26-14-58",http://www.unn.ru/cdo/Dzerzhinsk
Экономические,Павловский филиал Нижегородского государственного университета им. Н.И. Лобачевского,"г. Павлово (Нижегородская обл., Павловский р-н), ул. Шмидта, д. 7",fdo2-dekanat@unn.ru,"(83171) 2-40-43, 2-17-99",http://www.unn.ru/cdo/Pavlovo.html
Экономические,Институт пищевых технологий и дизайна Нижегородского государственного инженерно-экономического университета,"г. Нижний Новгород (Нижегородская обл.), ул. Спутника, д. 24а",ipt-filial@yandex.ru,"(831) 293-45-08, 293-32-78","
Сайт
iptdnn.ru"
Экономические,Сызранский филиал Самарского государственного технического университета,"г. Сызрань (Самарская обл.), ул. Советская, д. 45",nauka@sstu.syzran.ru,(8464) 98-60-68,http://sfsamgtu.com/
Экономические,Дербентский филиал Дагестанского государственного университета,"г. Дербент (Дагестан респ.), ул. Советская, д. 6",derfildgu@mail.ru,(928) 671-88-26,http://www.dgu-derbent.ru
Экономические,Избербашский филиал Дагестанского государственного университета,"г. Избербаш (Дагестан респ.), ул. Буйнакская, д. 35",dguizber@mail.ru,"(872) 452-71-61, 452-71-62",http://www.dguizber.ru
Экономические,Кизлярский филиал Дагестанского государственного университета,"г. Кизляр (Дагестан респ.), ул. Сулеймана Стальского, д. 1е",kizfildgu@mail.ru,(87239) 2-16-21,http://www.dgukiz.ru
Экономические,Хасавюртский филиал Дагестанского государственного университета,"г. Хасавюрт (Дагестан респ.), ул. Абукова, д. 36",xacdgu@mail.ru,(87231) 5-25-00,http://www.hasdgu.ru
