;Регион;Город;Вуз;Номер;Сайт;Почта;Студенты;Средний балл;Общая информация
552;Красноярский край;Красноярск;Красноярский государственный медицинский университет им. В.Ф.Войно-Ясенецкого;+73912201395;http://krasgmu.ru;rector@krasgmu.ru;4886;84.34;Федеральное государственное бюджетное образовательное учреждение высшего образования «Красноярский государственный медицинский университет имени профессора В.Ф. Войно-Ясенецкого» Министерства здравоохранения  Российской Федерации
553;Красноярский край;Красноярск;Сибирский федеральный университет;+73912062004;http://www.sfu-kras.ru;rector@sfu-kras.ru;27572;66.45;Федеральное государственное автономное образовательное учреждение высшего образования «Сибирский федеральный университет»
554;Красноярский край;Красноярск;Красноярский государственный педагогический университет им. В.П. Астафьева;+73912171717;http://www.kspu.ru;kspu@kspu.ru;6884;71.19;Федеральное государственное бюджетное образовательное учреждение высшего образования «Красноярский государственный педагогический университет им. В.П. Астафьева»
555;Красноярский край;Красноярск;Красноярский государственный аграрный университет;+73912273609;http://www.kgau.ru;info@kgau.ru;9473;51.6;Федеральное государственное бюджетное образовательное учреждение высшего образования «Красноярский государственный аграрный университет»
556;Красноярский край;Красноярск;Сибирский государственный институт искусств им. Д. Хворостовского;+73912124174;http://kgii.ru;info@kgii.ru;716;71.04;Федеральное государственное бюджетное образовательное учреждение высшего образования «Сибирский государственный институт искусств имени Дмитрия Хворостовского»
557;Красноярский край;Красноярск;Санкт-Петербургский университет технологий управления и экономики — филиал в г. Красноярск;+73912912070;http://krasnoyarsk.spbume.ru;Krkdirektor@spbume.ru;625;;Красноярский институт экономики - филиал частного образовательного учреждения высшего образования «Санкт-Петербургский университет технологий управления и экономики»
558;Красноярский край;Красноярск;Иркутский государственный университет путей сообщения — филиал в г. Красноярск;+73952638310;http://www.irgups.ru/krizht;mail@irgups.ru;2545;52.7;Красноярский институт железнодорожного транспорта - филиал Федерального государственного бюджетного образовательного учреждения высшего образования «Иркутский государственный университет путей сообщения»
559;Красноярский край;Красноярск;Сибирский институт бизнеса, управления и психологии;+73912645529;http://www.sibup.ru;info@sibup.ru;736;63.75;Автономная некоммерческая организация высшего образования «Сибирский институт бизнеса, управления и психологии»
560;Красноярский край;Красноярск;Сибирский юридический институт МВД РФ;+73912224101;http://сибюи.мвд.рф;sibli@mvd.ru;;;Федеральное государственное казенное образовательное учреждение высшего образования «Сибирский юридический институт Министерства внутренних дел Российской Федерации»
561;Красноярский край;Ачинск;Красноярский государственный аграрный университет — филиал в г. Ачинск;+73915176351;http://afkras.ru;afkrasgau@mail.ru;803;44.7;Ачинский филиал федерального государственного бюджетного образовательного учреждения высшего образования «Красноярский государственный аграрный университет»
562;Красноярский край;Лесосибирск;Сибирский государственный университет науки и технологий им. М.Ф. Решетнева — филиал в г. Лесосибирск;+73914562803;http://www.lfsibgu.ru;lf@sibsau.ru;730;54.39;Лесосибирский филиал федерального государственного бюджетного образовательного учреждения высшего образования «Сибирский государственный университет науки и технологий имени академика М.Ф. Решетнева»
563;Красноярский край;Лесосибирск;Сибирский федеральный университет — филиал в г. Лесосибирск;+73914561180;http://lpi.sfu-kras.ru;lpikrgu@wood.krasnet.ru;652;57.11;Лесосибирский педагогический институт - филиал федерального государственного автономного образовательного учреждения высшего образования «Сибирский федеральный университет»
564;Красноярский край;Норильск;Норильский государственный индустриальный институт;+73919421632;http://norvuz.ru;nii@norvuz.ru;1272;53.25;Федеральное государственное бюджетное образовательное учреждение высшего образования «Норильский государственный индустриальный институт»
565;Крым Республика;Севастополь;Севастопольский государственный университет;+78692222911;http://sevsu.ru;info@sevsu.ru;9663;63.22;Федеральное государственное автономное образовательное учреждение высшего образования «Севастопольский государственный университет»
566;Крым Республика;Севастополь;Государственный морской университет им. Ф.Ф. Ушакова — филиал в г. Севастополь;+78692487439;http://sevgmu.ru;sevgmu@ya.ru;1169;64.16;Филиал Федерального государственного бюджетного образовательного учреждения высшего образования «Государственный морской университет имени адмирала Ф.Ф. Ушакова» в г. Севастополь
567;Крым Республика;Севастополь;Российский экономический университет им. Г.В. Плеханова — филиал в г. Севастополь;+78692590067;http://sev-reu.ru;sevastopol@rea.ru;625;83.05;Севастопольский филиал федерального государственного бюджетного образовательного учреждения высшего образования «Российский экономический университет имени Г.В. Плеханова»
568;Крым Республика;Севастополь;Московский государственный университет им. М.В. Ломоносова — филиал в г. Севастополь;+78692401827;http://sev.msu.ru;info@sev.msu.ru;596;72.91;Филиал Московского государственного университета имени М.В. Ломоносова в городе Севастополе
569;Крым Республика;Севастополь;Академия труда и социальных отношений — филиал в г. Севастополь;+78692650248;http://sevatiso.ru;sevatiso@yandex.ru;704;;Институт экономики и права (филиал) Образовательного учреждения профсоюзов высшего образования «Академия труда и социальных отношений» в г. Севастополе
570;Крым Республика;Севастополь;Крымский федеральный университет им. В.И. Вернадского — филиал в г. Севастополь;+79781202870;http://segi.cfuv.ru;segicfu@mail.ru;1275;71.39;Севастопольский экономико-гуманитарный институт (филиал) федерального государственного автономного образовательного учреждения высшего образования «Крымский федеральный университет имени В.И. Вернадского»
571;Крым Республика;Армянск;Крымский федеральный университет им. В.И. Вернадского — филиал в г. Армянск;+73656732958;http://ipomkfu.ru;kgu0103.67.02@mail.ru;534;59.74;Институт педагогического образования и менеджмента (филиал) федерального государственного автономного образовательного учреждения высшего образования «Крымский федеральный университет имени В.И. Вернадского» в г. Армянске
572;Крым Республика;Евпатория;Крымский федеральный университет им. В.И. Вернадского — филиал в г. Евпатория;+73656962709;http://eisn.ru;kguepf@mail.ru;746;60.54;Евпаторийский институт социальных наук (филиал) федерального государственного автономного образовательного учреждения высшего образования «Крымский федеральный университет имени В.И. Вернадского»
573;Крым Республика;Керчь;Керченский государственный морской технологический университет;;http://www.kgmtu.ru;kgmtu@kgmtu.ru;2386;57.87;Федеральное государственное бюджетное образовательное учреждение высшего образования «Керченский государственный морской технологический университет»
574;Крым Республика;Симферополь;Крымский федеральный университет им. В.И. Вернадского;+73652545036;http://cfuv.ru/;cf_university@mail.ru;22703;67.39;Федеральное государственное автономное образовательное учреждение высшего образования «Крымский федеральный университет имени В.И. Вернадского»
575;Крым Республика;Симферополь;Крымский университет культуры, искусств и туризма;+73652276458;http://kukiit.ru/;kukiit2005@gmail.com;1225;66.23;Государственное бюджетное образовательное учреждение высшего образования Республики Крым «Крымский университет культуры, искусств и туризма»
576;Крым Республика;Симферополь;Университет прокуратуры РФ — филиал в г. Симферополь;;;;;;Крымский юридический институт (филиал) федерального государственного казенного образовательного учреждения высшего образования «Университет прокуратуры Российской Федерации»
577;Крым Республика;Симферополь;Крымский инженерно-педагогический университет;;http://kipu-rc.ru;;5416;56.28;Государственное бюджетное образовательное учреждение высшего образования Республики Крым «Крымский инженерно - педагогический университет»
578;Крым Республика;Симферополь;Университет экономики и управления;;http://ueu.crimea.ru;;1387;;Автономная некоммерческая организация «Образовательная организация высшего образования» «Университет экономики и управления»
579;Крым Республика;Совхозное;Крымский институт бизнеса;;http://xn----9sbuhdm1a2g.xn--p1ai;;393;;Автономная некоммерческая образовательная организация высшего образования
580;Крым Республика;Ялта;Крымский федеральный университет им. В.И. Вернадского — филиал в г. Ялта;+70654323013;http://www.gpa.cfuv.ru;060.crimea@edu.ru;2459;60.63;Гуманитарно-педагогическая академия (филиал) федерального государственного автономного образовательного учреждения высшего образования «Крымский федеральный университет имени В.И. Вернадского» в г. Ялте
581;Курганская область;Курган;Курганский государственный университет;+73522654992;http://new.kgsu.ru;rector@kgsu.ru;7878;61.63;Федеральное государственное бюджетное образовательное учреждение высшего образования «Курганский государственный университет»
582;Курганская область;Курган;Российская академия народного хозяйства и государственной службы при Президенте РФ — филиал в г. Курган;+73522247843;http://kurg.ranepa.ru;kf@kurg.ranepa.ru;899;;Курганский филиал федерального государственного бюджетного образовательного учреждения высшего образования «Российская академия народного хозяйства и государственной службы при Президенте Российской Федерации»
583;Курганская область;Курган;Академия труда и социальных отношений — филиал в г. Курган;+73522242450;http://www.kfatso.ru;kurgan@atiso.ru;685;;Курганский филиал Образовательного учреждения профсоюзов высшего образования «Академия труда и социальных отношений»
584;Курганская область;Курган-16;Курганский пограничный институт ФСБ РФ;;;pavoss@mail.ru;;;Федеральное государственное казенное образовательное учреждение высшего образования «Курганский пограничный институт Федеральной службы безопасности Российской Федерации»
585;Курганская область;Лесниково;Курганская государственная сельскохозяйственная академия им. Т.С. Мальцева;+73523144140;http://www.ksaa.zaural.ru;rectorat@mail.ksaa.zaural.ru;3335;51.97;Федеральное государственное бюджетное образовательное учреждение высшего образования «Курганская государственная сельскохозяйственная академия имени Т.С. Мальцева»
586;Курганская область;Шадринск;Шадринский государственный педагогический университет;+73525363502;http://www.shgpi.edu.ru;vuz@shgpi.edu.ru;3676;60.84;Федеральное государственное бюджетное образовательное учреждение высшего образования «Шадринский государственный педагогический университет»
587;Курская область;Курск;Юго-Западный государственный университет;+74712504800;http://www.swsu.ru;rector@swsu.ru;10829;68.79;Федеральное государственное бюджетное образовательное учреждение высшего образования «Юго-Западный государственный университет»
588;Курская область;Курск;Курский государственный университет;+74712520904;http://www.kursk-uni.ru;kurskgu@mail.ru;11373;70.15;Федеральное государственное бюджетное образовательное учреждение высшего образования «Курский государственный университет»
589;Курская область;Курск;Курский государственный медицинский университет;+74712588132;http://kurskmed.com;kurskmed@mail.ru;6680;76.94;Федеральное государственное бюджетное образовательное учреждение высшего образования «Курский государственный медицинский университет» Министерства здравоохранения  Российской Федерации
590;Курская область;Курск;Курская государственная сельскохозяйственная академия им. И.И. Иванова;+74712531330;http://www.kgsha.ru;kurskgsha@gmail.com;3632;56.87;Федеральное государственное бюджетное образовательное учреждение высшего образования «Курская государственная сельскохозяйственная академия имени  И.И. Иванова»
591;Курская область;Курск;Финансовый университет при Правительстве РФ — филиал в г. Курск;+74712511896;http://www.fa.ru/fil/kursk/about/Pages/default.aspx;kursk@fa.ru;473;71.35;Курский филиал федерального государственного образовательного бюджетного учреждения высшего образования «Финансовый университет при Правительстве Российской Федерации»
592;Курская область;Курск;Курский институт менеджмента, экономики и бизнеса;+74712708247;http://mebik.ru;gpo@mebik.ru;1751;;Частное образовательное учреждение высшего образования «Курский институт менеджмента, экономики и бизнеса»
593;Курская область;Курск;Курская академия государственной и муниципальной службы;+74712343268;http://kagms.ru;kagms@list.ru;1103;70.93;Государственное образовательное автономное учреждение высшего образования Курской области «Курская академия государственной и муниципальной службы»
594;Курская область;Курск;Региональный открытый социальный институт;+74712343868;http://www.rosi-edu.ru;mail@rosi-edu.ru;590;;Частное образовательное учреждение высшего образования «Региональный открытый социальный институт»
595;Курская область;Курск;Белгородский университет кооперации, экономики и права — филиал в г. Курск;+74712583405;http://www.kfbupk.ru;Adminkfbupk@mail.ru;643;;Курский институт кооперации (филиал) Автономной некоммерческой организации высшего образования «Белгородский университет кооперации, экономики и права»
596;Курская область;Курск;Региональный финансово-экономический институт;+74712360937;http://rfei.ru;all@rfei.ru;785;;Автономная некоммерческая образовательная организация высшего образования «Региональный финансово-экономический институт»
597;Ленинградская область;Волхов;Российский государственный педагогический университет им. А.И. Герцена — филиал в г. Волхов;+78136332661;http://www.vherzen.ru;rgpu-v@yandex.ru;295;67.2;Волховский филиал федерального государственного бюджетного образовательного учреждения высшего образования «Российский государственный педагогический университет им. А. И. Герцена»
598;Ленинградская область;Выборг;Российская академия народного хозяйства и государственной службы при Президенте РФ — филиал в г. Выборг;+78137821804;http://www.vbr.ranepa.ru;vbr@ranepa.ru;453;72;Выборгский филиал федерального государственного бюджетного образовательного учреждения высшего образования «Российская академия народного хозяйства и государственной службы при Президенте Российской Федерации»
599;Ленинградская область;Выборг;Российский государственный педагогический университет им. А.И. Герцена — филиал в г. Выборг;+78137834903;http://www.herzen.spb.ru/main/structure/filial/vbg/;director@vbgherzen.spb.ru;296;71;Выборгский филиал федерального государственного бюджетного образовательного учреждения высшего образования «Российский государственный педагогический университет им. А. И. Герцена»
600;Ленинградская область;Гатчина;Государственный институт экономики, финансов, права и технологий;+78137141334;http://www.gief.ru;mail@gief.ru;2229;70.08;Автономное образовательное учреждение высшего образования Ленинградской области «Государственный институт экономики, финансов, права и технологий»
601;Ленинградская область;Ивангород;Санкт-Петербургский государственный университет аэрокосмического приборостроения — филиал в г. Ивангород;+78137552159;http://www.ifguap.ru;ifguap@ifguap.ru;1211;;Ивангородский гуманитарно-технический институт (филиал) федерального государственного автономного образовательного учреждения высшего образования «Санкт-Петербургский государственный университет аэрокосмического приборостроения»
602;Ленинградская область;Луга;Ленинградский государственный университет им. А.С. Пушкина — филиал в г. Луга;+78137221402;http://www.lilgu.luga.ru;lilgu@luga.ru;690;68.44;Лужский институт (филиал) государственного автономного образовательного учреждения высшего образования Ленинградской области «Ленинградский государственный университет имени А.С. Пушкина»
603;Ленинградская область;Мурино;Санкт-Петербургский университет МВД РФ — филиал в п. Мурино;;;asshcm@atnet.ru;;;Архангельский филиал федерального государственного образовательного учреждения высшего профессионального образования «Санкт-Петербургский университет Министерства внутренних дел Российской Федерации»
604;Ленинградская область;Сосновый Бор;Санкт-Петербургский политехнический университет Петра Великого — филиал в г. Сосновый Бор;+78136941434;http://politech.sbor.ru;secretar@erc.sbor.net;154;61.1;Институт ядерной энергетики (филиал) федерального государственного автономного образовательного учреждения высшего образования «Санкт-Петербургский политехнический университет Петра Великого» в г. Сосновый Бор
605;Липецкая область;Липецк;Российская академия народного хозяйства и государственной службы при Президенте РФ — филиал в г. Липецк;+74742279912;http://lip.ranepa.ru;lfags48@gmail.com;1994;75.29;Липецкий филиал федерального государственного бюджетного образовательного учреждения высшего образования «Российская академия народного хозяйства и государственной службы при Президенте Российской Федерации»
606;Липецкая область;Липецк;Липецкий государственный педагогический университетЛипецкий государственный педагогический университет им. П.П. Семенова-Тян-Шанского;+74742328303;;rector@lspu.lipetsk.ru;4394;67.54;Федеральное государственное бюджетное образовательное учреждение высшего образования «Липецкий государственный педагогический университет имени П.П. Семенова-Тян-Шанского»
607;Липецкая область;Липецк;Финансовый университет при Правительстве РФ — филиал в г. Липецк;+74742270962;http://old.fa.ru/fil/lipetsk/about/Pages/default.aspx;lipetsk@fa.ru;1406;79.64;Липецкий филиал федерального государственного образовательного бюджетного учреждения высшего образования «Финансовый университет при Правительстве Российской Федерации»
608;Липецкая область;Липецк;Липецкий государственный технический университет;+74742328115;http://www.lstu.lipetsk.ru;maibox@stu.lipetsk.ru;6685;60.96;Федеральное государственное бюджетное образовательное учреждение высшего образования «Липецкий государственный технический университет»
609;Липецкая область;Липецк;Московский государственный университет технологий и управления им. К.Г. Разумовского — филиал в г. Липецк;+74742731636;http://mgutu48.ru;lipetsk@mgutm.ru;947;73.7;Липецкий казачий институт технологий и управления  (филиал) федерального государственного бюджетного образовательного учреждения высшего образования «Московский государственный университет технологий и управления имени К.Г. Разумовского (Первый казачий университет)»
610;Липецкая область;Липецк;Липецкий эколого-гуманитарный институт;+74742280375;http://лэги48.рф;legi48@mail.ru;10;;Частное образовательное учреждение высшего образования «Липецкий эколого-гуманитарный институт»
611;Липецкая область;Липецк;Белгородский университет кооперации, экономики и права — филиал в г. Липецк;+74742724281;http://lki-lipetsk.ru;director@lki-lipetsk.ru;355;;Липецкий институт кооперации (филиал) Автономной некоммерческой организации высшего образования «Белгородский университет кооперации, экономики и права»
612;Липецкая область;Елец;Елецкий государственный университет им. И.А. Бунина;+74746760090;http://www.elsu.ru;main@elsu.RU;3956;63.29;Федеральное государственное бюджетное образовательное учреждение высшего образования «Елецкий государственный университет им. И.А. Бунина»
613;Магаданская область;Магадан;Северо-Восточный государственный университет;+74132639343;http://www.svgu.ru;rector@svgu.ru;2677;56.79;Федеральное государственное бюджетное образовательное учреждение высшего образования «Северо-Восточный государственный университет»
614;Марий Эл Республика;Йошкар-Ола;Поволжский государственный технологический университет;+78362455344;http://volgatech.net;analitic@marstu.net;9000;62.52;Федеральное государственное бюджетное образовательное учреждение высшего образования «Поволжский государственный технологический  университет»
615;Марий Эл Республика;Йошкар-Ола;Марийский государственный университет;+78362641541;http://www.marsu.ru;info@marsu.ru;8262;64.01;Федеральное государственное бюджетное образовательное учреждение высшего образования «Марийский государственный университет»
616;Марий Эл Республика;Йошкар-Ола;Межрегиональный открытый социальный институт;+78362635640;http://mosi.ru;info@mosi.ru;1132;;Автономная некоммерческая организация высшего образования «Межрегиональный открытый социальный институт»
617;Мордовия Республика;Саранск;Мордовский государственный педагогический институт им. М.Е. Евсевьева;+78342339250;http://www.mordgpi.ru;mgpi@moris.ru;6294;66.25;Федеральное государственное бюджетное образовательное учреждение высшего образования «Мордовский государственный педагогический институт имени М.Е. Евсевьева»
618;Мордовия Республика;Саранск;Мордовский государственный университет им. Н.П. Огарева;+78342472913;http://www.mrsu.ru;rector@mrsu.ru;16182;64.83;Федеральное государственное бюджетное образовательное учреждение высшего образования «Национальный исследовательский Мордовский государственный университет им. Н.П. Огарёва»
619;Мордовия Республика;Саранск;Всероссийский государственный университет юстиции — филиал в г. Саранск;+78342240523;http://saransk2.rpa-mu.ru;rpa_saransk@mail.ru;1540;77.67;Средне-Волжский институт (филиал) федерального государственного бюджетного образовательного учреждения высшего образования «Всероссийский  государственный университет юстиции (РПА Минюста России)» в г. Саранске
620;Мордовия Республика;Саранск;Российский университет кооперации — филиал в г. Саранск;+78342356543;http://saransk.ruc.su;saransk@rucoop.ru;2092;;Саранский кооперативный институт (филиал) автономной некоммерческой образовательной организации высшего образования Центросоюза Российской Федерации «Российский университет кооперации»
621;Мордовия Республика;Рузаевка;Мордовский государственный университет им. Н.П. Огарева — филиал в г. Рузаевка;+78345163657;http://rim.mrsu.ru;inst-mach@adm.mrsu.ru;313;45.9;Рузаевский институт машиностроения (филиал) федерального государственного бюджетного образовательного учреждения высшего образования «Национальный исследовательский Мордовский государственный университет им. Н.П. Огарёва»
622;Московская область;Балашиха;Российский государственный аграрный заочный университет;+74955215165;http://www.rgazu.ru;mail@rgazu.ru;8175;50.1;Федеральное государственное бюджетное образовательное учреждение высшего образования «Российский государственный аграрный заочный университет»
623;Московская область;Большие Вязёмы;Российская международная академия туризма — филиал в п. Большие Вязёмы;+74953699080;http://www.zpit.org;zpit.rmat@gmail.com;360;;Западно-Подмосковный институт туризма - филиал РМАТ
624;Московская область;Бронницы;Московский автомобильно-дорожный государственный технический университет — филиал в г. Бронницы;+74964669397;http:///www.bronmadi.ru;bronmadi2@mail.ru;431;51.1;Бронницкий филиал федерального государственного бюджетного образовательного учреждения высшего образования «Московский автомобильно-дорожный государственный технический университет (МАДИ)»
625;Московская область;Видное;Московский региональный социально-экономический институт;+74955418068;http://www.mrsei.ru;mail@mrsei.ru;554;;Автономная некоммерческая организация высшего образования «Московский региональный социально-экономический институт»
626;Московская область;Волоколамск;Московский государственный университет технологий и управления им. К.Г. Разумовского — филиал в г. Волоколамск;+74963644240;http://www.mgutu-vf.ru;mgutu-vf@yandex.ru;439;;Московский областной казачий институт технологий и управления (филиал) федерального государственного бюджетного образовательного учреждения высшего образования «Московский государственный университет технологий и управления имени К.Г. Разумовского (Первый казачий университет)»
627;Московская область;Воскресенск;Российская международная академия туризма — филиал в г. Воскресенск;+74964426227;http://www.rmatvf.ru;vfrmat@mail.ru;107;;Воскресенский институт туризма - филиал РМАТ
628;Московская область;Голицыно;Голицынский пограничный институт ФСБ РФ;+74959295500;http://gpi.fsb.ru/index.html;gpi@fsb.ru;;;Федеральное государственное казенное образовательное учреждение высшего образования «Голицынский пограничный институт Федеральной службы безопасности Российской Федерации»
629;Московская область;Дмитров;Университет Дубна — филиал в г. Дмитров;+74959937618;http://www.dmitrov-dubna.ru;uni-dmitrov-otd@mail.ru;778;55;Филиал государственного бюджетного образовательного учреждения высшего образования Московской области «Университет «Дубна» - Дмитровский институт непрерывного образования
630;Московская область;Домодедово;Российский государственный гуманитарный университет — филиал в г. Домодедово;+74967391323;http://dom-rsuh.ru;info@dom-rsuh.ru;922;;Филиал федерального государственного бюджетного образовательного учреждения высшего образования «Российский государственный гуманитарный университет» в г. Домодедово Московской области
631;Московская область;Домодедово;Российский новый университет — филиал в г. Домодедово;+74967974938;http://www.df.rosnou.ru;domodedovo@rosnou.ru;406;;Домодедовский филиал Автономной некоммерческой организации высшего образования «Российский новый университет»
632;Московская область;Дубна;Университет Дубна;+74962166001;http://www.uni-dubna.ru;rector@uni-dubna.ru;3404;68.05;Государственное бюджетное образовательное учреждение высшего образования Московской области «Университет «Дубна»
633;Московская область;Егорьевск;Московский государственный технологический университет Станкин — филиал в г. Егорьевск;+74964030476;http://e-stankin.ru;eti-stankin@mail.ru;623;60.5;Егорьевский технологический институт (филиал) федерального государственного бюджетного образовательного учреждения высшего образования «Московский государственный технологический университет «СТАНКИН»
634;Московская область;Жуковский;Московский авиационный институт — филиал в г. Жуковский;+74955566655;http://www.mai.ru/education/strela/;strela-mai@mail.ru;731;62.37;Филиал «Стрела» федерального  государственного бюджетного образовательного  учреждения  высшего образования «Московский авиационный институт (национальный исследовательский университет)» в г. Жуковском Московской области
635;Московская область;Клин;Российский государственный социальный университет — филиал в г. Клин;+74952556767;http://klin.rgsu.net;klin@rgsu.net;856;;Филиал федерального государственного бюджетного образовательного учреждения высшего образования «Российский государственный социальный университет» в г. Клину Московской области
