Column1;Регион;Город;Вуз;Номер;Сайт;Почта;Студенты;Средний балл;Общая информация;Адрес;Url;Url_With_Coordinates;lat;long
760;Орловская область;Орел;Воронежский экономико-правовой институт — филиал в г. Орел;74862440890;http://orel.vepi.ru;postore@vilec.ru;154;;Филиал Автономной некоммерческой образовательной организации высшего образования «Воронежский экономико-правовой институт» в г. Орёл;Орловская область Орел Воронежский экономико-правовой институт — филиал в г. Орел;https://www.google.com/maps/search/Орловская область Орел Воронежский экономико-правовой институт — филиал в г. Орел;https://maps.google.com/maps/api/staticmap?center=53.0432998%2C36.1688147&zoom=17&size=256x256&language=en&sensor=false&client=google-maps-frontend&signature=HdT380IO5nV_iPYaLN99ToMlWKs;53.0432998;36.1688147
761;Орловская область;Орел;Академия Федеральной службы охраны РФ;74862549783;http://academ.msk.rsnet.ru;ycheba@academ.msk.rsnet.ru;;;Федеральное государственное казенное военное образовательное учреждение высшего образования «Академия Федеральной службы охраны Российской Федерации»;Орловская область Орел Академия Федеральной службы охраны РФ;https://www.google.com/maps/search/Орловская область Орел Академия Федеральной службы охраны РФ;https://maps.google.com/maps/api/staticmap?center=52.986245%2C36.0538765&zoom=17&size=256x256&language=en&sensor=false&client=google-maps-frontend&signature=VpMaFgriqBSdYo9qefcrzs0_LKE;52.986245;36.0538765
762;Орловская область;Орел;Финансовый университет при Правительстве РФ — филиал в г. Орел;74842471418;http://orel.fa.ru;orel@fa.ru;401;68.92;Орловский филиал федерального государственного образовательного бюджетного учреждения высшего образования «Финансовый университет при Правительстве Российской Федерации»;Орловская область Орел Финансовый университет при Правительстве РФ — филиал в г. Орел;https://www.google.com/maps/search/Орловская область Орел Финансовый университет при Правительстве РФ — филиал в г. Орел;https://maps.google.com/maps/api/staticmap?center=52.964849%2C36.0696835&zoom=17&size=256x256&language=en&sensor=false&client=google-maps-frontend&signature=0APjaWkbSrwK5C9HdSlq9EiLU8Y;52.964849;36.0696835
763;Орловская область;Орел;Орловский юридический институт МВД РФ;74862496989;http://орюи.мвд.рф;orui@mvd.ru;;;Федеральное государственное казенное образовательное учреждение высшего образования «Орловский юридический институт Министерства внутренних дел Российской Федерации имени В.В. Лукьянова»;Орловская область Орел Орловский юридический институт МВД РФ;https://www.google.com/maps/search/Орловская область Орел Орловский юридический институт МВД РФ;https://maps.google.com/maps/api/staticmap?center=52.9902296%2C36.0738334&zoom=17&size=256x256&language=en&sensor=false&client=google-maps-frontend&signature=-xbzPWhfdTCkmFPVmV_zz3ITZ_g;52.9902296;36.0738334
764;Орловская область;Ливны;Орловский государственный университет им. И.С. Тургенева — филиал в г. Ливны;74867733197;http://oreluniver.ru/branch/livny;livny@ostu.ru;127;57.8;Ливенский филиал федерального государственного бюджетного образовательного учреждения высшего образования «Орловский государственный университет имени И.С. Тургенева»;Орловская область Ливны Орловский государственный университет им. И.С. Тургенева — филиал в г. Ливны;https://www.google.com/maps/search/Орловская область Ливны Орловский государственный университет им. И.С. Тургенева — филиал в г. Ливны;https://maps.google.com/maps/api/staticmap?center=52.4077035%2C37.5782036&zoom=17&size=256x256&language=en&sensor=false&client=google-maps-frontend&signature=Y43xX7TrcgzC4G-wd7kBC30ETEo;52.4077035;37.5782036
765;Пензенская область;Пенза;Пензенский государственный университет;78412368209;http://www.pnzgu.ru;cnit@pnzgu.ru;19534;68.57;Федеральное государственное бюджетное образовательное учреждение высшего образования «Пензенский государственный университет»;Пензенская область Пенза Пензенский государственный университет;https://www.google.com/maps/search/Пензенская область Пенза Пензенский государственный университет;https://maps.google.com/maps/api/staticmap?center=53.1812315%2C45.003547&zoom=17&size=256x256&language=en&sensor=false&client=google-maps-frontend&signature=p2jO6aLaCg4gYVP87Dn79AOC2Hg;53.1812315;45.003547
766;Пензенская область;Пенза;Московский государственный университет технологий и управления им. К.Г. Разумовского — филиал в г. Пенза;78412563797;http://mgutupenza.ru;penza@mgutm.ru;703;64;Пензенский казачий институт технологий (филиал) федерального государственного бюджетного образовательного учреждения высшего образования «Московский государственный университет технологий и управления имени К.Г. Разумовского (Первый казачий университет)»;Пензенская область Пенза Московский государственный университет технологий и управления им. К.Г. Разумовского — филиал в г. Пенза;https://www.google.com/maps/search/Пензенская область Пенза Московский государственный университет технологий и управления им. К.Г. Разумовского — филиал в г. Пенза;https://maps.google.com/maps/api/staticmap?center=53.1869253%2C45.0110731&zoom=17&size=256x256&language=en&sensor=false&client=google-maps-frontend&signature=GJ_qOHuysqkVP76uimjBrRO8w3g;53.1869253;45.0110731
767;Пензенская область;Пенза;Пензенский государственный университет архитектуры и строительства;78412487476;http://www.pguas.ru;office@pguas.ru;4582;63.24;Федеральное государственное бюджетное образовательное учреждение высшего образования «Пензенский государственный университет архитектуры и строительства»;Пензенская область Пенза Пензенский государственный университет архитектуры и строительства;https://www.google.com/maps/search/Пензенская область Пенза Пензенский государственный университет архитектуры и строительства;https://maps.google.com/maps/api/staticmap?center=53.2230091%2C44.9796111&zoom=17&size=256x256&language=en&sensor=false&client=google-maps-frontend&signature=7Ct-sgQKPiMXiLqEjOkq4ZJTzjc;53.2230091;44.9796111
768;Пензенская область;Пенза;Пензенский государственный технологический университет;78412495441;http://www.penzgtu.ru;rector@penzgtu.ru;4215;61.39;Федеральное государственное бюджетное образовательное учреждение высшего образования «Пензенский государственный технологический университет»;Пензенская область Пенза Пензенский государственный технологический университет;https://www.google.com/maps/search/Пензенская область Пенза Пензенский государственный технологический университет;https://maps.google.com/maps/api/staticmap?center=53.224272%2C45.000279&zoom=17&size=256x256&language=en&sensor=false&client=google-maps-frontend&signature=DPko49b3lL4vkpxXbr9sG0LczHI;53.224272;45.000279
769;Пензенская область;Пенза;Пензенский государственный аграрный университет;78412628359;http://https://pgau.ru;penz_gau@mail.ru;2899;55.91;Федеральное государственное бюджетное образовательное учреждение высшего образования «Пензенский государственный аграрный университет»;Пензенская область Пенза Пензенский государственный аграрный университет;https://www.google.com/maps/search/Пензенская область Пенза Пензенский государственный аграрный университет;https://maps.google.com/maps/api/staticmap?center=53.1672111%2C45.107812&zoom=17&size=256x256&language=en&sensor=false&client=google-maps-frontend&signature=x5uKwm4noZGYlGfSTw1n8ZnZqU0;53.1672111;45.107812
770;Пензенская область;Пенза;Финансовый университет при Правительстве РФ — филиал в г. Пенза;78412353710;http://www.penza.fa.ru;penza@fa.ru;440;78.12;Пензенский филиал федерального государственного образовательного бюджетного учреждения высшего образования «Финансовый университет при Правительстве Российской Федерации»;Пензенская область Пенза Финансовый университет при Правительстве РФ — филиал в г. Пенза;https://www.google.com/maps/search/Пензенская область Пенза Финансовый университет при Правительстве РФ — филиал в г. Пенза;https://maps.google.com/maps/api/staticmap?center=53.1762864%2C45.0118442&zoom=17&size=256x256&language=en&sensor=false&client=google-maps-frontend&signature=AyDNEkILE36hcRp44jy1ZYaGMCo;53.1762864;45.0118442
771;Пензенская область;Пенза;Московский университет им. С.Ю. Витте — филиал в г. Пенза;78412489246;http://www.muiv.ru/penza/;info@penza.miemp.ru;878;;Филиал Частного образовательного учреждения высшего образования «Московский университет имени С.Ю. Витте» в г. Пензе;Пензенская область Пенза Московский университет им. С.Ю. Витте — филиал в г. Пенза;https://www.google.com/maps/search/Пензенская область Пенза Московский университет им. С.Ю. Витте — филиал в г. Пенза;https://maps.google.com/maps/api/staticmap?center=53.2166078%2C44.9892955&zoom=17&size=256x256&language=en&sensor=false&client=google-maps-frontend&signature=57d8RSapcjbku5l0n0DlLbUJnzg;53.2166078;44.9892955
772;Пензенская область;Пенза-5;Военная академия материально-технического обеспечения им. А.В. Хрулева — филиал в г. Пенза-5;78412591113;http://vamto.net;paii@mil.ru;;;Филиал федерального государственного казенного военного образовательного учреждения высшего образования «Военная академия материально-технического обеспечения имени генерала армии А.В.Хрулева» Министерства обороны Российской Федерации в г. Пензе;Пензенская область Пенза-5 Военная академия материально-технического обеспечения им. А.В. Хрулева — филиал в г. Пенза-5;https://www.google.com/maps/search/Пензенская область Пенза-5 Военная академия материально-технического обеспечения им. А.В. Хрулева — филиал в г. Пенза-5;https://maps.google.com/maps/api/staticmap?center=53.178223%2C44.9848602&zoom=17&size=256x256&language=en&sensor=false&client=google-maps-frontend&signature=Vtc6ZHSOcqTzyDDI4gL4fZPzEm4;53.178223;44.9848602
773;Пермский край;Пермь;Высшая школа экономики — филиал в г. Пермь;73422055250;http://perm.hse.ru;infoperm@hse.ru;2107;82.95;Пермский филиал федерального государственного автономного образовательного учреждения высшего образования «Национальный исследовательский университет «Высшая школа экономики»;Пермский край Пермь Высшая школа экономики — филиал в г. Пермь;https://www.google.com/maps/search/Пермский край Пермь Высшая школа экономики — филиал в г. Пермь;https://maps.google.com/maps/api/staticmap?center=58.01546625%2C56.28486215&zoom=13&size=200x200&markers=58.0107721%2C56.2820291%7C58.0201604%2C56.2876952&sensor=false&client=google-maps-frontend&signature=-prO1ZRgH7sPr5n93QdbFYHzwvs;58.01546625;56.28486215
774;Пермский край;Пермь;Западно-Уральский институт экономики и права;73422105176;http://zuiep.ru/priemnaya-komissiya/;zuiep_pr@mail.ru;510;;Частное образовательное учреждение высшего образования «Западно-Уральский институт экономики и права»;Пермский край Пермь Западно-Уральский институт экономики и права;https://www.google.com/maps/search/Пермский край Пермь Западно-Уральский институт экономики и права;https://maps.google.com/maps/api/staticmap?center=58.007669%2C56.2496011&zoom=17&size=256x256&language=en&sensor=false&client=google-maps-frontend&signature=6y5tON6bbhcvexhfShkAbN0SSp8;58.007669;56.2496011
775;Пермский край;Пермь;Пермский национальный исследовательский политехнический университет;73422198067;http://pstu.ru;rector@pstu.ru;13587;67.76;Федеральное государственное бюджетное образовательное учреждение высшего образования «Пермский национальный исследовательский политехнический университет»;Пермский край Пермь Пермский национальный исследовательский политехнический университет;https://www.google.com/maps/search/Пермский край Пермь Пермский национальный исследовательский политехнический университет;https://maps.google.com/maps/api/staticmap?center=58.0082106%2C56.239852&zoom=17&size=256x256&language=en&sensor=false&client=google-maps-frontend&signature=w8ptiEBqoB9smsDcFWvXOxPmQ0I;58.0082106;56.239852
776;Пермский край;Пермь;Российский экономический университет им. Г.В. Плеханова — филиал в г. Пермь;73422825745;http://www.rea.perm.ru;Perm.direct@rea.ru;1341;67.55;Пермский институт (филиал) федерального государственного бюджетного образовательного учреждения высшего образования «Российский экономический университет имени Г.В. Плеханова»;Пермский край Пермь Российский экономический университет им. Г.В. Плеханова — филиал в г. Пермь;https://www.google.com/maps/search/Пермский край Пермь Российский экономический университет им. Г.В. Плеханова — филиал в г. Пермь;https://maps.google.com/maps/api/staticmap?center=58.0086045%2C56.28402205&zoom=15&size=200x200&markers=58.008327%2C56.2845661%7C58.008882%2C56.283478&sensor=false&client=google-maps-frontend&signature=gNKfDjbFoVAfiezAKj8ZWz2_nyQ;58.0086045;56.28402205
777;Пермский край;Пермь;Пермский государственный национальный исследовательский университет;73422396435;http://www.psu.ru;info@psu.ru;12075;73.8;Федеральное государственное бюджетное образовательное учреждение высшего образования «Пермский государственный национальный исследовательский университет»;Пермский край Пермь Пермский государственный национальный исследовательский университет;https://www.google.com/maps/search/Пермский край Пермь Пермский государственный национальный исследовательский университет;https://maps.google.com/maps/api/staticmap?center=58.0078497%2C56.1881042&zoom=17&size=256x256&language=en&sensor=false&client=google-maps-frontend&signature=Lvt5uxkh4nkJJBQdkbFGbTO6I7E;58.0078497;56.1881042
778;Пермский край;Пермь;Пермский государственный институт культуры;73422124593;http://www.psiac.ru;rectorat@psiac.ru;1140;67.74;Федеральное государственное бюджетное образовательное учреждение высшего образования «Пермский государственный институт культуры»;Пермский край Пермь Пермский государственный институт культуры;https://www.google.com/maps/search/Пермский край Пермь Пермский государственный институт культуры;https://maps.google.com/maps/api/staticmap?center=58.0128733%2C56.2433395&zoom=17&size=256x256&language=en&sensor=false&client=google-maps-frontend&signature=EYGx4fgOtUitqvJ_n0oCDNMSiEA;58.0128733;56.2433395
779;Пермский край;Пермь;Пермский государственный гуманитарно-педагогический университет;73422127019;http://www.pspu.ru;postmaster@pspu.ac.ru;5420;71;Федеральное государственное бюджетное образовательное учреждение высшего образования «Пермский государственный гуманитарно-педагогический университет»;Пермский край Пермь Пермский государственный гуманитарно-педагогический университет;https://www.google.com/maps/search/Пермский край Пермь Пермский государственный гуманитарно-педагогический университет;https://maps.google.com/maps/api/staticmap?center=58.0085804%2C56.2519015&zoom=17&size=256x256&language=en&sensor=false&client=google-maps-frontend&signature=D6i73fKdjfWeoQqXSrtWB24aTv8;58.0085804;56.2519015
780;Пермский край;Пермь;Российская академия народного хозяйства и государственной службы при Президенте РФ — филиал в г. Пермь;73422124924;http://perm.ranepa.ru;mail-perm@ranepa.ru;1607;78.85;Пермский филиал федерального государственного бюджетного образовательного учреждения высшего образования «Российская академия народного хозяйства и государственной службы при Президенте Российской Федерации»;Пермский край Пермь Российская академия народного хозяйства и государственной службы при Президенте РФ — филиал в г. Пермь;https://www.google.com/maps/search/Пермский край Пермь Российская академия народного хозяйства и государственной службы при Президенте РФ — филиал в г. Пермь;https://maps.google.com/maps/api/staticmap?center=58.019948%2C56.271137&zoom=17&size=256x256&language=en&sensor=false&client=google-maps-frontend&signature=yYxZCwYSFd5QKyWDBIdqz_GHQsU;58.019948;56.271137
781;Пермский край;Пермь;Пермский государственный аграрно-технологический университет им. Д.Н. Прянишникова;73422120834;http://pgsha.ru/web/today/;gd@parmail.ru;6084;57.18;Федеральное государственное бюджетное образовательное учреждение высшего образования «Пермский государственный аграрно-технологический университет имени академика Д.Н. Прянишникова»;Пермский край Пермь Пермский государственный аграрно-технологический университет им. Д.Н. Прянишникова;https://www.google.com/maps/search/Пермский край Пермь Пермский государственный аграрно-технологический университет им. Д.Н. Прянишникова;https://maps.google.com/maps/api/staticmap?center=58.016153%2C56.2479069&zoom=17&size=256x256&language=en&sensor=false&client=google-maps-frontend&signature=cpAYBvnKi0PPOkQzoc42aI3ZpWA;58.016153;56.2479069
782;Пермский край;Пермь;Пермский государственный медицинский университет им. Е.А. Вагнера;73422120404;http://www.psma.ru;rector@psma.ru;4092;75.42;Федеральное государственное бюджетное образовательное учреждение высшего образования «Пермский государственный медицинский университет имени академика Е.А. Вагнера» Министерства здравоохранения Российской Федерации;Пермский край Пермь Пермский государственный медицинский университет им. Е.А. Вагнера;https://www.google.com/maps/search/Пермский край Пермь Пермский государственный медицинский университет им. Е.А. Вагнера;https://maps.google.com/maps/api/staticmap?center=58.0070193%2C56.2342835&zoom=16&size=200x200&markers=58.0068407%2C56.2358887%7C58.0067876%2C56.2326783%7C58.007251%2C56.2335251&sensor=false&client=google-maps-frontend&signature=KWpLi-Q1pQ6O92ng5mUM0dXv9f8;58.0070193;56.2342835
783;Пермский край;Пермь;Пермская государственная фармацевтическая академия;73422335501;http://www.pfa.ru;perm@pfa.ru;1823;70.73;Федеральное государственное бюджетное образовательное учреждение высшего образования «Пермская государственная фармацевтическая академия» Министерства здравоохранения  Российской Федерации;Пермский край Пермь Пермская государственная фармацевтическая академия;https://www.google.com/maps/search/Пермский край Пермь Пермская государственная фармацевтическая академия;https://maps.google.com/maps/api/staticmap?center=58.005266%2C56.2322905&zoom=13&size=200x200&markers=58.012212%2C56.242736%7C57.99832%2C56.221845&sensor=false&client=google-maps-frontend&signature=YEJrZkcChUf-ZM6VdBpOMQaAUew;58.005266;56.2322905
784;Пермский край;Пермь;Волжский государственный университет водного транспорта — филиал в г. Пермь;73422819552;http://www.vgavt-perm.ru;perm-vgavt@yandex.ru;410;67;Пермский филиал Федерального государственного бюджетного образовательного учреждения высшего образования «Волжский государственный университет водного транспорта»;Пермский край Пермь Волжский государственный университет водного транспорта — филиал в г. Пермь;https://www.google.com/maps/search/Пермский край Пермь Волжский государственный университет водного транспорта — филиал в г. Пермь;https://maps.google.com/maps/api/staticmap?center=58.0176992%2C56.2743724&zoom=17&size=256x256&language=en&sensor=false&client=google-maps-frontend&signature=3AVBI0y6J44w2apU0eSadEH39Gs;58.0176992;56.2743724
785;Пермский край;Пермь;Прикамский социальный институт;;http://psi.perm.ru;psi.2001@mail.ru;413;;Автономная некоммерческая организация высшего и профессионального образования «Прикамский социальный институт»;Пермский край Пермь Прикамский социальный институт;https://www.google.com/maps/search/Пермский край Пермь Прикамский социальный институт;https://maps.google.com/maps/api/staticmap?center=57.9886264%2C56.2499909&zoom=17&size=256x256&language=en&sensor=false&client=google-maps-frontend&signature=obT4942fRjFObQY0WSA64zbuQyQ;57.9886264;56.2499909
786;Пермский край;Пермь;Российская академия живописи, ваяния и зодчества И. Глазунова — филиал в г. Пермь;73422101507;http://artacademy.perm.ru;artacademi@mail.ru;221;66.75;Уральский филиал федерального государственного бюджетного образовательного учреждения высшего  образования «Российская академия живописи, ваяния и зодчества Ильи Глазунова»;Пермский край Пермь Российская академия живописи, ваяния и зодчества И. Глазунова — филиал в г. Пермь;https://www.google.com/maps/search/Пермский край Пермь Российская академия живописи, ваяния и зодчества И. Глазунова — филиал в г. Пермь;https://maps.google.com/maps/api/staticmap?center=58.011365%2C56.2395819&zoom=17&size=256x256&language=en&sensor=false&client=google-maps-frontend&signature=9dSxva06mVy1F5mz0C1Zne0tZ38;58.011365;56.2395819
787;Пермский край;Пермь;Пермский военный институт войск национальной гвардии РФ;73422703901;http://пвивв.рф;pvivvmvd@mail.ru;;;Федеральное государственное казенное военное образовательное учреждение высшего образования «Пермский военный институт войск национальной гвардии Российской Федерации»;Пермский край Пермь Пермский военный институт войск национальной гвардии РФ;https://www.google.com/maps/search/Пермский край Пермь Пермский военный институт войск национальной гвардии РФ;https://maps.google.com/maps/api/staticmap?center=58.1212532%2C56.3044326&zoom=17&size=256x256&language=en&sensor=false&client=google-maps-frontend&signature=fFD_yNv-1XD0jCOCaS9hb7kH2es;58.1212532;56.3044326
788;Пермский край;Пермь;Уральский государственный университет путей сообщения — филиал в г. Пермь;73422302268;http://pirt.usurt.ru;LSkorjupina@pizht.ru;316;;Пермский институт железнодорожного транспорта - филиал федерального государственного бюджетного образовательного учреждения высшего образования «Уральский государственный университет путей сообщения» в г. Перми;Пермский край Пермь Уральский государственный университет путей сообщения — филиал в г. Пермь;https://www.google.com/maps/search/Пермский край Пермь Уральский государственный университет путей сообщения — филиал в г. Пермь;https://maps.google.com/maps/api/staticmap?center=58.0190097%2C56.2493056&zoom=17&size=256x256&language=en&sensor=false&client=google-maps-frontend&signature=2xPRbtkuU9rWKkRtlAKLU-sYEQc;58.0190097;56.2493056
789;Пермский край;Пермь;Пермский институт ФСИН РФ;73422286504;http://pi.fsin.su;mail@pifsin.ru;;;Федеральное казенное образовательное учреждение высшего образования «Пермский институт Федеральной службы исполнения наказаний»;Пермский край Пермь Пермский институт ФСИН РФ;https://www.google.com/maps/search/Пермский край Пермь Пермский институт ФСИН РФ;https://maps.google.com/maps/api/staticmap?center=57.9572906%2C56.2050261&zoom=17&size=256x256&language=en&sensor=false&client=google-maps-frontend&signature=as7kM9Lmekq9HUjWpeee0k9jMLk;57.9572906;56.2050261
790;Пермский край;Пермь;Институт деловой карьеры — филиал в г. Пермь;73422843813;http://www.migup59.ru;info@migup59.ru;290;;Филиал Негосударственного образовательного учреждения высшего профессионального образования «Московский институт государственного управления и права» в Пермском крае;Пермский край Пермь Институт деловой карьеры — филиал в г. Пермь;https://www.google.com/maps/search/Пермский край Пермь Институт деловой карьеры — филиал в г. Пермь;https://maps.google.com/maps/api/staticmap?center=58.118332%2C56.381715&zoom=17&size=256x256&language=en&sensor=false&client=google-maps-frontend&signature=HbNY1Qp8eRfsG-MF18rTk55YYPM;58.118332;56.381715
791;Пермский край;Березники;Пермский национальный исследовательский политехнический университет — филиал в г. Березники;73424269032;http://www.bf.pstu.ru;kosvintsev@bf.pstu.ru;1013;60.88;Березниковский филиал федерального государственного бюджетного образовательного учреждения высшего образования «Пермский национальный исследовательский политехнический университет»;Пермский край Березники Пермский национальный исследовательский политехнический университет — филиал в г. Березники;https://www.google.com/maps/search/Пермский край Березники Пермский национальный исследовательский политехнический университет — филиал в г. Березники;https://maps.google.com/maps/api/staticmap?center=59.4159049%2C56.7909584&zoom=17&size=256x256&language=en&sensor=false&client=google-maps-frontend&signature=oSg5QtcEgvtb0DwWFDjfC-hfyeE;59.4159049;56.7909584
792;Пермский край;Лысьва;Пермский национальный исследовательский политехнический университет — филиал в г. Лысьва;73424920492;http://lf.pstu.ru;office@lf.pstu.ru;727;58.15;Лысьвенский филиал федерального государственного бюджетного образовательного учреждения высшего образования «Пермский национальный исследовательский политехнический университет»;Пермский край Лысьва Пермский национальный исследовательский политехнический университет — филиал в г. Лысьва;https://www.google.com/maps/search/Пермский край Лысьва Пермский национальный исследовательский политехнический университет — филиал в г. Лысьва;https://maps.google.com/maps/api/staticmap?center=58.0887306%2C57.8198931&zoom=17&size=256x256&language=en&sensor=false&client=google-maps-frontend&signature=tLFIPaJLYkLMZGmUfPLYT2HlyC4;58.0887306;57.8198931
793;Пермский край;Соликамск;Пермский государственный национальный исследовательский университет — филиал в г. Соликамск;73425324172;http://www.solgpi.ru;institut@solgpi.ru;436;59.37;Соликамский  государственный  педагогический институт (филиал) федерального государственного бюджетного образовательного учреждения высшего образования «Пермский государственный национальный исследовательский университет»;Пермский край Соликамск Пермский государственный национальный исследовательский университет — филиал в г. Соликамск;https://www.google.com/maps/search/Пермский край Соликамск Пермский государственный национальный исследовательский университет — филиал в г. Соликамск;https://maps.google.com/maps/api/staticmap?center=59.7016539%2C56.7068561&zoom=15&size=200x200&markers=59.7016645%2C56.7068166%7C59.7016433%2C56.7068956&sensor=false&client=google-maps-frontend&signature=HGch_d4LBhES2U-TtFvQVBUle7o;59.7016539;56.7068561
794;Пермский край;Чайковский;Чайковский государственный институт физической культуры;73424123917;http://chifk.ru;chifk_rektorat@mail.ru;991;57.45;Федеральное государственное бюджетное образовательное учреждение высшего образования «Чайковский государственный институт физической культуры»;Пермский край Чайковский Чайковский государственный институт физической культуры;https://www.google.com/maps/search/Пермский край Чайковский Чайковский государственный институт физической культуры;https://maps.google.com/maps/api/staticmap?center=56.7662085%2C54.159609&zoom=17&size=256x256&language=en&sensor=false&client=google-maps-frontend&signature=LH1N3kZ3yKSC6c4u9LPzW8gA6YM;56.7662085;54.159609
795;Приморский край;Владивосток;Владивостокский государственный университет экономики и сервиса;74232404289;http://www.vvsu.ru;rector@vvsu.ru;7698;70.19;Федеральное государственное бюджетное образовательное учреждение высшего образования «Владивостокский государственный университет экономики и сервиса»;Приморский край Владивосток Владивостокский государственный университет экономики и сервиса;https://www.google.com/maps/search/Приморский край Владивосток Владивостокский государственный университет экономики и сервиса;https://maps.google.com/maps/api/staticmap?center=43.15363625%2C131.90873355&zoom=11&size=200x200&markers=43.1253682%2C131.9052968%7C43.1232144%2C131.9046988%7C43.1216041%2C131.9010448%7C43.1856684%2C131.9164223&sensor=false&client=google-maps-frontend&signature=4ADF4iEXnhrmL0zxvAF2XcflMOc;43.15363625;131.9087336
796;Приморский край;Владивосток;Дальневосточный государственный институт искусств;74232264922;http://www.dv-art.ru;mail@dv-art.ru;397;73.46;Федеральное государственное бюджетное образовательное учреждение высшего образования «Дальневосточный государственный институт искусств»;Приморский край Владивосток Дальневосточный государственный институт искусств;https://www.google.com/maps/search/Приморский край Владивосток Дальневосточный государственный институт искусств;https://maps.google.com/maps/api/staticmap?center=43.1153451%2C131.892604&zoom=17&size=256x256&language=en&sensor=false&client=google-maps-frontend&signature=Dnq0dw8xWEqWfAEzRA-lyYUksDo;43.1153451;131.892604
797;Приморский край;Владивосток;Дальневосточный федеральный университет;78005550888;http://https://www.dvfu.ru;rectorat@dvfu.ru;20355;71.97;Федеральное государственное автономное образовательное учреждение высшего образования «Дальневосточный федеральный университет»;Приморский край Владивосток Дальневосточный федеральный университет;https://www.google.com/maps/search/Приморский край Владивосток Дальневосточный федеральный университет;https://maps.google.com/maps/api/staticmap?center=43.07522845%2C131.919377&zoom=10&size=200x200&markers=43.1173941%2C131.8925119%7C43.125162%2C131.887676%7C43.119189%2C131.88587%7C43.126078%2C131.886423%7C43.0270698%2C131.8866919%7C43.0250776%2C131.8907444%7C43.0244017%2C131.8939067%7C43.116555%2C131.903313%7C43.126584%2C131.9191559%7C43.095978%2C131.952884&sensor=false&client=google-maps-frontend&signature=zZjnvJr5wqAe4tTOUmkzTbL64mQ;43.03394885;131.8892737
798;Приморский край;Владивосток;Морской государственный университет им. Г.И. Невельского;74232301251;http://www.msun.ru;office@msun.ru;4194;55.5;Федеральное государственное бюджетное образовательное учреждение высшего образования «Морской государственный университет имени адмирала Г.И. Невельского»;Приморский край Владивосток Морской государственный университет им. Г.И. Невельского;https://www.google.com/maps/search/Приморский край Владивосток Морской государственный университет им. Г.И. Невельского;https://maps.google.com/maps/api/staticmap?center=43.10348465%2C131.8673486&zoom=15&size=200x200&markers=43.1027903%2C131.8667578%7C43.104179%2C131.8679394&sensor=false&client=google-maps-frontend&signature=Bvxu15EFHImDEKb4VdRK92Y6yt0;43.10348465;131.8673486
799;Приморский край;Владивосток;Российская таможенная академия — филиал в г. Владивосток;74232637546;http://vfrta.customs.ru/vfrta/index.php;vfrta@vfrta.ru;977;76.25;Владивостокский филиал государственного казенного образовательного учреждения высшего образования «Российская таможенная академия»;Приморский край Владивосток Российская таможенная академия — филиал в г. Владивосток;https://www.google.com/maps/search/Приморский край Владивосток Российская таможенная академия — филиал в г. Владивосток;https://maps.google.com/maps/api/staticmap?center=43.1027569%2C131.9502479&zoom=17&size=256x256&language=en&sensor=false&client=google-maps-frontend&signature=anLxM6gr5f9KOf3Q6FJP-IWxLqU;43.1027569;131.9502479
800;Приморский край;Владивосток;Тихоокеанский государственный медицинский университет;74232429778;http://тгму.рф;mail@tgmu.ru;3649;70.21;Федеральное государственное бюджетное образовательное учреждение высшего образования «Тихоокеанский государственный медицинский университет» Министерства здравоохранения Российской Федерации;Приморский край Владивосток Тихоокеанский государственный медицинский университет;https://www.google.com/maps/search/Приморский край Владивосток Тихоокеанский государственный медицинский университет;https://maps.google.com/maps/api/staticmap?center=43.1291555%2C131.9023811&zoom=17&size=256x256&language=en&sensor=false&client=google-maps-frontend&signature=Jl_pbDldLiKv1eXI8KaGnOmOEVg;43.1291555;131.9023811
